system,session_id,question_id,question,level,trace,n_turns,tutor_turns,student_turns,parsed_turn_ratio,student_tokens,tutor_tokens,token_balance_student_share,tutor_student_token_ratio,student_math,tutor_math,total_math,vai,math_density,student_reasoning_turns,student_reasoning_rate,direct_answer_leakage,non_vietnamese_leakage,reflection_required,reflection_completed,reflection_completion,phase_valid,solve_reached,gps_complete,premature_solve,skipped_guide,skipped_practice,stall,guide_loop,practice_pressure,max_same_phase_run,n_guide,n_practice,n_solve,phase_balance_entropy,degeneracy_flag,answer_dependency_index,autonomy_process_score
Human Pilot (GPS),HUMAN_SES_33b675_HS_BINH,41,41,Yếu,G-G-P-P-S,10,5,5,1.0,88,128,0.4074074074074074,1.4545454545454546,0,0,0,0.0,0.0,3,0.6,0,0,1,0,0,1,1,1,0,0,0,0,0,0,2,2,2,1,0.9602297178607612,0,0.0,0.65
Human Pilot (GPS),HUMAN_SES_4b4660_HS_BINH,42,42,Yếu,G-G-P-P-S,10,5,5,0.45454545454545453,88,116,0.43137254901960786,1.3181818181818181,0,0,0,0.0,0.0,2,0.4,0,0,1,0,0,1,1,1,0,0,0,0,0,0,2,2,2,1,0.9602297178607612,0,0.0,0.6
Human Pilot (GPS),HUMAN_SES_1defa3_HS_BINH,43,43,Yếu,G-G-P-P-S,10,5,5,0.47619047619047616,89,120,0.4258373205741627,1.348314606741573,0,0,0,0.0,0.0,5,1.0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,2,2,2,1,0.9602297178607612,0,0.0,0.75
Human Pilot (GPS),HUMAN_SES_34fac8_HS_BINH,44,44,Yếu,G-G-P-P-S,10,5,5,1.0,87,118,0.424390243902439,1.3563218390804597,0,0,0,0.0,0.0,3,0.6,0,0,1,0,0,1,1,1,0,0,0,0,0,0,2,2,2,1,0.9602297178607612,0,0.0,0.65
Human Pilot (GPS),HUMAN_SES_1f8714_HS_BINH,45,45,Yếu,G-G-P-P-S,10,5,5,1.0,87,128,0.4046511627906977,1.471264367816092,0,0,0,0.0,0.0,3,0.6,0,0,1,0,0,1,1,1,0,0,0,0,0,0,2,2,2,1,0.9602297178607612,0,0.0,0.65
Human Pilot (GPS),HUMAN_SES_2ae769_HS_CHI,1,1,Mất tập trung,G-G-P-S,8,4,4,0.8888888888888888,73,94,0.437125748502994,1.2876712328767124,0,0,0,0.0,0.0,2,0.5,0,0,1,0,0,1,1,1,0,0,0,0,0,0,2,2,1,1,0.9463946303571862,0,0.0,0.625
Human Pilot (GPS),HUMAN_SES_726444_HS_CHI,2,2,Mất tập trung,G-G-P-S,8,4,4,0.8,72,94,0.43373493975903615,1.3055555555555556,0,0,0,0.0,0.0,2,0.5,0,0,1,0,0,1,1,1,0,0,0,0,0,0,2,2,1,1,0.9463946303571862,0,0.0,0.625
Human Pilot (GPS),HUMAN_SES_8feeed_HS_CHI,3,3,Mất tập trung,G-G-P-S,8,4,4,0.8,74,94,0.44047619047619047,1.2702702702702702,0,0,0,0.0,0.0,2,0.5,0,0,1,0,0,1,1,1,0,0,0,0,0,0,2,2,1,1,0.9463946303571862,0,0.0,0.625
Human Pilot (GPS),HUMAN_SES_405410_HS_CHI,4,4,Mất tập trung,G-G-P-S,8,4,4,0.8,74,94,0.44047619047619047,1.2702702702702702,0,0,0,0.0,0.0,2,0.5,0,0,1,0,0,1,1,1,0,0,0,0,0,0,2,2,1,1,0.9463946303571862,0,0.0,0.625
Human Pilot (GPS),HUMAN_SES_00c861_HS_CHI,5,5,Mất tập trung,G-G-P-S,8,4,4,0.8888888888888888,72,94,0.43373493975903615,1.3055555555555556,0,0,0,0.0,0.0,4,1.0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,2,2,1,1,0.9463946303571862,0,0.0,0.75
Human Pilot (GPS),HUMAN_SES_28c3ac_HS_CHI,6,6,Mất tập trung,G-G-P-S,8,4,4,1.0,76,94,0.4470588235294118,1.236842105263158,0,0,0,0.0,0.0,2,0.5,0,0,1,0,0,1,1,1,0,0,0,0,0,0,2,2,1,1,0.9463946303571862,0,0.0,0.625
Human Pilot (GPS),HUMAN_SES_d5709e_HS_CHI,7,7,Mất tập trung,G-G-P-S,8,4,4,1.0,76,94,0.4470588235294118,1.236842105263158,0,0,0,0.0,0.0,4,1.0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,2,2,1,1,0.9463946303571862,0,0.0,0.75
Human Pilot (GPS),HUMAN_SES_bbd47b_HS_CHI,8,8,Mất tập trung,G-G-P-S,8,4,4,1.0,76,94,0.4470588235294118,1.236842105263158,0,0,0,0.0,0.0,4,1.0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,2,2,1,1,0.9463946303571862,0,0.0,0.75
Human Pilot (GPS),HUMAN_SES_7639fe_HS_CHI,9,9,Mất tập trung,G-G-P-S,8,4,4,1.0,76,94,0.4470588235294118,1.236842105263158,0,0,0,0.0,0.0,2,0.5,0,0,1,0,0,1,1,1,0,0,0,0,0,0,2,2,1,1,0.9463946303571862,0,0.0,0.625
Human Pilot (GPS),HUMAN_SES_0ce360_HS_CHI,10,10,Mất tập trung,G-G-P-S,8,4,4,1.0,72,94,0.43373493975903615,1.3055555555555556,0,0,0,0.0,0.0,2,0.5,0,0,1,0,0,1,1,1,0,0,0,0,0,0,2,2,1,1,0.9463946303571862,0,0.0,0.625
Human Pilot (GPS),HUMAN_SES_cce706_HS_CHI,11,11,Mất tập trung,G-G-P-S,8,4,4,1.0,74,94,0.44047619047619047,1.2702702702702702,0,0,0,0.0,0.0,4,1.0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,2,2,1,1,0.9463946303571862,0,0.0,0.75
Human Pilot (GPS),HUMAN_SES_c3bc43_HS_CHI,12,12,Mất tập trung,G-G-P-S,8,4,4,1.0,72,94,0.43373493975903615,1.3055555555555556,0,0,0,0.0,0.0,2,0.5,0,0,1,0,0,1,1,1,0,0,0,0,0,0,2,2,1,1,0.9463946303571862,0,0.0,0.625
Human Pilot (GPS),HUMAN_SES_6608fc_HS_CHI,13,13,Mất tập trung,G-G-P-S,8,4,4,1.0,75,94,0.4437869822485207,1.2533333333333334,0,0,0,0.0,0.0,4,1.0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,2,2,1,1,0.9463946303571862,0,0.0,0.75
Human Pilot (GPS),HUMAN_SES_779c59_HS_CHI,14,14,Mất tập trung,G-G-P-S,8,4,4,1.0,74,94,0.44047619047619047,1.2702702702702702,0,0,0,0.0,0.0,4,1.0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,2,2,1,1,0.9463946303571862,0,0.0,0.75
Human Pilot (GPS),HUMAN_SES_db3781_HS_CHI,15,15,Mất tập trung,G-G-P-S,8,4,4,1.0,74,94,0.44047619047619047,1.2702702702702702,0,0,0,0.0,0.0,4,1.0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,2,2,1,1,0.9463946303571862,0,0.0,0.75
Human Pilot (GPS),HUMAN_SES_348e8d_HS_CHI,16,16,Mất tập trung,G-G-P-S,8,4,4,0.8,74,94,0.44047619047619047,1.2702702702702702,0,0,0,0.0,0.0,1,0.25,0,0,1,0,0,1,1,1,0,0,0,0,0,0,2,2,1,1,0.9463946303571862,0,0.0,0.5625
Human Pilot (GPS),HUMAN_SES_f090f4_HS_CHI,17,17,Mất tập trung,G-G-P-S,8,4,4,0.6666666666666666,79,94,0.45664739884393063,1.1898734177215189,0,0,0,0.0,0.0,1,0.25,0,0,1,0,0,1,1,1,0,0,0,0,0,0,2,2,1,1,0.9463946303571862,0,0.0,0.5625
Human Pilot (GPS),HUMAN_SES_725f07_HS_CHI,18,18,Mất tập trung,G-G-P-S,8,4,4,0.6666666666666666,77,94,0.4502923976608187,1.2207792207792207,0,0,0,0.0,0.0,2,0.5,0,0,1,0,0,1,1,1,0,0,0,0,0,0,2,2,1,1,0.9463946303571862,0,0.0,0.625
Human Pilot (GPS),HUMAN_SES_f3cdd4_HS_CHI,19,19,Mất tập trung,G-G-P-S,8,4,4,0.8,74,94,0.44047619047619047,1.2702702702702702,0,0,0,0.0,0.0,1,0.25,0,0,1,0,0,1,1,1,0,0,0,0,0,0,2,2,1,1,0.9463946303571862,0,0.0,0.5625
Human Pilot (GPS),HUMAN_SES_775f5e_HS_CHI,20,20,Mất tập trung,G-G-P-S,8,4,4,1.0,72,94,0.43373493975903615,1.3055555555555556,0,0,0,0.0,0.0,2,0.5,0,0,1,0,0,1,1,1,0,0,0,0,0,0,2,2,1,1,0.9463946303571862,0,0.0,0.625
Human Pilot (GPS),HUMAN_SES_abe16b_HS_CHI,21,21,Mất tập trung,G-G-P-S,8,4,4,1.0,74,94,0.44047619047619047,1.2702702702702702,0,0,0,0.0,0.0,2,0.5,0,0,1,0,0,1,1,1,0,0,0,0,0,0,2,2,1,1,0.9463946303571862,0,0.0,0.625
Human Pilot (GPS),HUMAN_SES_654ce8_HS_CHI,22,22,Mất tập trung,G-G-P-S,8,4,4,0.7272727272727273,76,94,0.4470588235294118,1.236842105263158,0,0,0,0.0,0.0,1,0.25,0,0,1,0,0,1,1,1,0,0,0,0,0,0,2,2,1,1,0.9463946303571862,0,0.0,0.5625
Human Pilot (GPS),HUMAN_SES_4e6f5d_HS_CHI,23,23,Mất tập trung,G-G-P-S,8,4,4,0.6666666666666666,77,94,0.4502923976608187,1.2207792207792207,0,0,0,0.0,0.0,1,0.25,0,0,1,0,0,1,1,1,0,0,0,0,0,0,2,2,1,1,0.9463946303571862,0,0.0,0.5625
Human Pilot (GPS),HUMAN_SES_e3b24c_HS_CHI,24,24,Mất tập trung,G-G-P-S,8,4,4,1.0,73,94,0.437125748502994,1.2876712328767124,0,0,0,0.0,0.0,2,0.5,0,0,1,0,0,1,1,1,0,0,0,0,0,0,2,2,1,1,0.9463946303571862,0,0.0,0.625
Human Pilot (GPS),HUMAN_SES_5a2b96_HS_CHI,25,25,Mất tập trung,G-G-P-S,8,4,4,1.0,72,94,0.43373493975903615,1.3055555555555556,0,0,0,0.0,0.0,2,0.5,0,0,1,0,0,1,1,1,0,0,0,0,0,0,2,2,1,1,0.9463946303571862,0,0.0,0.625
Human Pilot (GPS),HUMAN_SES_d9e57f_HS_CHI,26,26,Mất tập trung,G-G-P-S,8,4,4,0.8,74,94,0.44047619047619047,1.2702702702702702,0,0,0,0.0,0.0,2,0.5,0,0,1,0,0,1,1,1,0,0,0,0,0,0,2,2,1,1,0.9463946303571862,0,0.0,0.625
Human Pilot (GPS),HUMAN_SES_b35b06_HS_CHI,27,27,Mất tập trung,G-G-P-S,8,4,4,1.0,75,94,0.4437869822485207,1.2533333333333334,0,0,0,0.0,0.0,2,0.5,0,0,1,0,0,1,1,1,0,0,0,0,0,0,2,2,1,1,0.9463946303571862,0,0.0,0.625
Human Pilot (GPS),HUMAN_SES_b4c639_HS_CHI,28,28,Mất tập trung,G-G-P-S,8,4,4,0.8,73,94,0.437125748502994,1.2876712328767124,0,0,0,0.0,0.0,2,0.5,0,0,1,0,0,1,1,1,0,0,0,0,0,0,2,2,1,1,0.9463946303571862,0,0.0,0.625
Human Pilot (GPS),HUMAN_SES_44ce56_HS_CHI,29,29,Mất tập trung,G-G-P-S,8,4,4,1.0,77,94,0.4502923976608187,1.2207792207792207,0,0,0,0.0,0.0,2,0.5,0,0,1,0,0,1,1,1,0,0,0,0,0,0,2,2,1,1,0.9463946303571862,0,0.0,0.625
Human Pilot (GPS),HUMAN_SES_26a637_HS_CHI,30,30,Mất tập trung,G-G-P-S,8,4,4,1.0,73,94,0.437125748502994,1.2876712328767124,0,0,0,0.0,0.0,2,0.5,0,0,1,0,0,1,1,1,0,0,0,0,0,0,2,2,1,1,0.9463946303571862,0,0.0,0.625
Human Pilot (GPS),HUMAN_SES_007039_HS_CHI,31,31,Mất tập trung,G-G-P-S,8,4,4,1.0,77,94,0.4502923976608187,1.2207792207792207,0,0,0,0.0,0.0,2,0.5,0,0,1,0,0,1,1,1,0,0,0,0,0,0,2,2,1,1,0.9463946303571862,0,0.0,0.625
Human Pilot (GPS),HUMAN_SES_7dffe6_HS_CHI,32,32,Mất tập trung,G-G-P-S,8,4,4,1.0,72,94,0.43373493975903615,1.3055555555555556,0,0,0,0.0,0.0,3,0.75,0,0,1,0,0,1,1,1,0,0,0,0,0,0,2,2,1,1,0.9463946303571862,0,0.0,0.6875
Human Pilot (GPS),HUMAN_SES_587d49_HS_CHI,33,33,Mất tập trung,G-G-P-S,8,4,4,1.0,77,94,0.4502923976608187,1.2207792207792207,0,0,0,0.0,0.0,1,0.25,0,0,1,0,0,1,1,1,0,0,0,0,0,0,2,2,1,1,0.9463946303571862,0,0.0,0.5625
Human Pilot (GPS),HUMAN_SES_3f4037_HS_CHI,34,34,Mất tập trung,G-G-P-S,8,4,4,1.0,74,94,0.44047619047619047,1.2702702702702702,0,0,0,0.0,0.0,4,1.0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,2,2,1,1,0.9463946303571862,0,0.0,0.75
Human Pilot (GPS),HUMAN_SES_1f7ca8_HS_CHI,35,35,Mất tập trung,G-G-P-S,8,4,4,1.0,72,94,0.43373493975903615,1.3055555555555556,0,0,0,0.0,0.0,4,1.0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,2,2,1,1,0.9463946303571862,0,0.0,0.75
Human Pilot (GPS),HUMAN_SES_12d4d3_HS_CHI,36,36,Mất tập trung,G-G-P-S,8,4,4,1.0,71,94,0.4303030303030303,1.323943661971831,0,0,0,0.0,0.0,2,0.5,0,0,1,0,0,1,1,1,0,0,0,0,0,0,2,2,1,1,0.9463946303571862,0,0.0,0.625
Human Pilot (GPS),HUMAN_SES_46055b_HS_CHI,37,37,Mất tập trung,G-G-P-S,8,4,4,1.0,74,94,0.44047619047619047,1.2702702702702702,0,0,0,0.0,0.0,2,0.5,0,0,1,0,0,1,1,1,0,0,0,0,0,0,2,2,1,1,0.9463946303571862,0,0.0,0.625
Human Pilot (GPS),HUMAN_SES_cdf7b5_HS_CHI,38,38,Mất tập trung,G-G-P-S,8,4,4,1.0,71,94,0.4303030303030303,1.323943661971831,0,0,0,0.0,0.0,2,0.5,0,0,1,0,0,1,1,1,0,0,0,0,0,0,2,2,1,1,0.9463946303571862,0,0.0,0.625
Human Pilot (GPS),HUMAN_SES_c9273a_HS_CHI,39,39,Mất tập trung,G-G-P-S,8,4,4,1.0,75,94,0.4437869822485207,1.2533333333333334,0,0,0,0.0,0.0,2,0.5,0,0,1,0,0,1,1,1,0,0,0,0,0,0,2,2,1,1,0.9463946303571862,0,0.0,0.625
Human Pilot (GPS),HUMAN_SES_a7d17e_HS_CHI,40,40,Mất tập trung,G-G-P-S,8,4,4,1.0,75,94,0.4437869822485207,1.2533333333333334,0,0,0,0.0,0.0,2,0.5,0,0,1,0,0,1,1,1,0,0,0,0,0,0,2,2,1,1,0.9463946303571862,0,0.0,0.625
Human Pilot (GPS),HUMAN_SES_23c83a_HS_CHI,41,41,Mất tập trung,G-G-P-S,8,4,4,1.0,72,94,0.43373493975903615,1.3055555555555556,0,0,0,0.0,0.0,2,0.5,0,0,1,0,0,1,1,1,0,0,0,0,0,0,2,2,1,1,0.9463946303571862,0,0.0,0.625
Human Pilot (GPS),HUMAN_SES_36039c_HS_CHI,42,42,Mất tập trung,G-G-P-S,8,4,4,0.6666666666666666,72,94,0.43373493975903615,1.3055555555555556,0,0,0,0.0,0.0,1,0.25,0,0,1,0,0,1,1,1,0,0,0,0,0,0,2,2,1,1,0.9463946303571862,0,0.0,0.5625
Human Pilot (GPS),HUMAN_SES_cdb5fd_HS_CHI,43,43,Mất tập trung,G-G-P-S,8,4,4,0.7272727272727273,73,94,0.437125748502994,1.2876712328767124,0,0,0,0.0,0.0,4,1.0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,2,2,1,1,0.9463946303571862,0,0.0,0.75
Human Pilot (GPS),HUMAN_SES_d54281_HS_CHI,44,44,Mất tập trung,G-G-P-S,8,4,4,1.0,71,94,0.4303030303030303,1.323943661971831,0,0,0,0.0,0.0,2,0.5,0,0,1,0,0,1,1,1,0,0,0,0,0,0,2,2,1,1,0.9463946303571862,0,0.0,0.625
Human Pilot (GPS),HUMAN_SES_3c061d_HS_CHI,45,45,Mất tập trung,G-G-P-S,8,4,4,1.0,71,94,0.4303030303030303,1.323943661971831,0,0,0,0.0,0.0,2,0.5,0,0,1,0,0,1,1,1,0,0,0,0,0,0,2,2,1,1,0.9463946303571862,0,0.0,0.625
Human Pilot (GPS),HUMAN_SES_98bb0e_HS_DUONG,1,1,Trung bình,G-P-S,6,3,3,0.8571428571428571,66,77,0.46153846153846156,1.1666666666666667,0,0,0,0.0,0.0,2,0.6666666666666666,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1.0,0,0.0,0.6666666666666666
Human Pilot (GPS),HUMAN_SES_a8dc0c_HS_DUONG,2,2,Trung bình,G-P-S,6,3,3,0.75,65,77,0.45774647887323944,1.1846153846153846,0,0,0,0.0,0.0,3,1.0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1.0,0,0.0,0.75
Human Pilot (GPS),HUMAN_SES_7edeae_HS_DUONG,3,3,Trung bình,G-P-S,6,3,3,0.75,65,77,0.45774647887323944,1.1846153846153846,0,0,0,0.0,0.0,2,0.6666666666666666,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1.0,0,0.0,0.6666666666666666
Human Pilot (GPS),HUMAN_SES_55849d_HS_DUONG,4,4,Trung bình,G-P-S,6,3,3,0.75,65,77,0.45774647887323944,1.1846153846153846,0,0,0,0.0,0.0,2,0.6666666666666666,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1.0,0,0.0,0.6666666666666666
Human Pilot (GPS),HUMAN_SES_c5a3c4_HS_DUONG,5,5,Trung bình,G-P-S,6,3,3,0.8571428571428571,65,77,0.45774647887323944,1.1846153846153846,0,0,0,0.0,0.0,3,1.0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1.0,0,0.0,0.75
Human Pilot (GPS),HUMAN_SES_4e8736_HS_DUONG,6,6,Trung bình,G-P-S,6,3,3,1.0,67,77,0.4652777777777778,1.1492537313432836,0,0,0,0.0,0.0,2,0.6666666666666666,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1.0,0,0.0,0.6666666666666666
Human Pilot (GPS),HUMAN_SES_1dee27_HS_DUONG,7,7,Trung bình,G-P-S,6,3,3,1.0,67,77,0.4652777777777778,1.1492537313432836,0,0,0,0.0,0.0,3,1.0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1.0,0,0.0,0.75
Human Pilot (GPS),HUMAN_SES_167b1f_HS_DUONG,8,8,Trung bình,G-P-S,6,3,3,1.0,67,77,0.4652777777777778,1.1492537313432836,0,0,0,0.0,0.0,3,1.0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1.0,0,0.0,0.75
Human Pilot (GPS),HUMAN_SES_de6d56_HS_DUONG,9,9,Trung bình,G-P-S,6,3,3,1.0,67,77,0.4652777777777778,1.1492537313432836,0,0,0,0.0,0.0,2,0.6666666666666666,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1.0,0,0.0,0.6666666666666666
Human Pilot (GPS),HUMAN_SES_bc86b2_HS_DUONG,10,10,Trung bình,G-P-S,6,3,3,1.0,65,77,0.45774647887323944,1.1846153846153846,0,0,0,0.0,0.0,2,0.6666666666666666,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1.0,0,0.0,0.6666666666666666
Human Pilot (GPS),HUMAN_SES_61f2b8_HS_DUONG,11,11,Trung bình,G-P-S,6,3,3,1.0,66,77,0.46153846153846156,1.1666666666666667,0,0,0,0.0,0.0,3,1.0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1.0,0,0.0,0.75
Human Pilot (GPS),HUMAN_SES_48319e_HS_DUONG,12,12,Trung bình,G-P-S,6,3,3,1.0,65,77,0.45774647887323944,1.1846153846153846,0,0,0,0.0,0.0,2,0.6666666666666666,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1.0,0,0.0,0.6666666666666666
Human Pilot (GPS),HUMAN_SES_6ca178_HS_DUONG,13,13,Trung bình,G-P-S,6,3,3,1.0,65,77,0.45774647887323944,1.1846153846153846,0,0,0,0.0,0.0,3,1.0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1.0,0,0.0,0.75
Human Pilot (GPS),HUMAN_SES_1098cc_HS_DUONG,14,14,Trung bình,G-P-S,6,3,3,1.0,67,77,0.4652777777777778,1.1492537313432836,0,0,0,0.0,0.0,3,1.0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1.0,0,0.0,0.75
Human Pilot (GPS),HUMAN_SES_14669e_HS_DUONG,15,15,Trung bình,G-P-S,6,3,3,1.0,66,77,0.46153846153846156,1.1666666666666667,0,0,0,0.0,0.0,3,1.0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1.0,0,0.0,0.75
Human Pilot (GPS),HUMAN_SES_a83d6b_HS_DUONG,16,16,Trung bình,G-P-S,6,3,3,0.75,66,77,0.46153846153846156,1.1666666666666667,0,0,0,0.0,0.0,1,0.3333333333333333,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1.0,0,0.0,0.5833333333333333
Human Pilot (GPS),HUMAN_SES_17dcea_HS_DUONG,17,17,Trung bình,G-P-S,6,3,3,0.6,69,77,0.4726027397260274,1.1159420289855073,0,0,0,0.0,0.0,1,0.3333333333333333,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1.0,0,0.0,0.5833333333333333
Human Pilot (GPS),HUMAN_SES_01e091_HS_DUONG,18,18,Trung bình,G-P-S,6,3,3,0.6,69,77,0.4726027397260274,1.1159420289855073,0,0,0,0.0,0.0,2,0.6666666666666666,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1.0,0,0.0,0.6666666666666666
Human Pilot (GPS),HUMAN_SES_8e2019_HS_DUONG,19,19,Trung bình,G-P-S,6,3,3,0.75,66,77,0.46153846153846156,1.1666666666666667,0,0,0,0.0,0.0,1,0.3333333333333333,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1.0,0,0.0,0.5833333333333333
Human Pilot (GPS),HUMAN_SES_0c8f49_HS_DUONG,20,20,Trung bình,G-P-S,6,3,3,1.0,66,77,0.46153846153846156,1.1666666666666667,0,0,0,0.0,0.0,2,0.6666666666666666,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1.0,0,0.0,0.6666666666666666
Human Pilot (GPS),HUMAN_SES_2803dd_HS_DUONG,21,21,Trung bình,G-P-S,6,3,3,1.0,66,77,0.46153846153846156,1.1666666666666667,0,0,0,0.0,0.0,2,0.6666666666666666,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1.0,0,0.0,0.6666666666666666
Human Pilot (GPS),HUMAN_SES_44d412_HS_DUONG,22,22,Trung bình,G-P-S,6,3,3,0.6666666666666666,67,77,0.4652777777777778,1.1492537313432836,0,0,0,0.0,0.0,1,0.3333333333333333,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1.0,0,0.0,0.5833333333333333
Human Pilot (GPS),HUMAN_SES_7e75fd_HS_DUONG,23,23,Trung bình,G-P-S,6,3,3,0.6,68,77,0.4689655172413793,1.1323529411764706,0,0,0,0.0,0.0,1,0.3333333333333333,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1.0,0,0.0,0.5833333333333333
Human Pilot (GPS),HUMAN_SES_11280d_HS_DUONG,24,24,Trung bình,G-P-S,6,3,3,1.0,66,77,0.46153846153846156,1.1666666666666667,0,0,0,0.0,0.0,2,0.6666666666666666,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1.0,0,0.0,0.6666666666666666
Human Pilot (GPS),HUMAN_SES_783b58_HS_DUONG,25,25,Trung bình,G-P-S,6,3,3,1.0,63,77,0.45,1.2222222222222223,0,0,0,0.0,0.0,2,0.6666666666666666,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1.0,0,0.0,0.6666666666666666
Human Pilot (GPS),HUMAN_SES_f2e72c_HS_DUONG,26,26,Trung bình,G-P-S,6,3,3,0.75,66,77,0.46153846153846156,1.1666666666666667,0,0,0,0.0,0.0,2,0.6666666666666666,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1.0,0,0.0,0.6666666666666666
Human Pilot (GPS),HUMAN_SES_c6bd34_HS_DUONG,27,27,Trung bình,G-P-S,6,3,3,1.0,66,77,0.46153846153846156,1.1666666666666667,0,0,0,0.0,0.0,2,0.6666666666666666,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1.0,0,0.0,0.6666666666666666
Human Pilot (GPS),HUMAN_SES_d7d443_HS_DUONG,28,28,Trung bình,G-P-S,6,3,3,0.75,66,77,0.46153846153846156,1.1666666666666667,0,0,0,0.0,0.0,2,0.6666666666666666,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1.0,0,0.0,0.6666666666666666
Human Pilot (GPS),HUMAN_SES_17929d_HS_DUONG,29,29,Trung bình,G-P-S,6,3,3,1.0,68,77,0.4689655172413793,1.1323529411764706,0,0,0,0.0,0.0,2,0.6666666666666666,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1.0,0,0.0,0.6666666666666666
Human Pilot (GPS),HUMAN_SES_ed5019_HS_DUONG,30,30,Trung bình,G-P-S,6,3,3,1.0,66,77,0.46153846153846156,1.1666666666666667,0,0,0,0.0,0.0,2,0.6666666666666666,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1.0,0,0.0,0.6666666666666666
Human Pilot (GPS),HUMAN_SES_6c6b1b_HS_DUONG,31,31,Trung bình,G-P-S,6,3,3,1.0,67,77,0.4652777777777778,1.1492537313432836,0,0,0,0.0,0.0,2,0.6666666666666666,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1.0,0,0.0,0.6666666666666666
Human Pilot (GPS),HUMAN_SES_ae78b2_HS_DUONG,32,32,Trung bình,G-P-S,6,3,3,1.0,65,77,0.45774647887323944,1.1846153846153846,0,0,0,0.0,0.0,2,0.6666666666666666,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1.0,0,0.0,0.6666666666666666
Human Pilot (GPS),HUMAN_SES_26c8f4_HS_DUONG,33,33,Trung bình,G-P-S,6,3,3,1.0,68,77,0.4689655172413793,1.1323529411764706,0,0,0,0.0,0.0,1,0.3333333333333333,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1.0,0,0.0,0.5833333333333333
Human Pilot (GPS),HUMAN_SES_4adf27_HS_DUONG,34,34,Trung bình,G-P-S,6,3,3,1.0,66,77,0.46153846153846156,1.1666666666666667,0,0,0,0.0,0.0,3,1.0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1.0,0,0.0,0.75
Human Pilot (GPS),HUMAN_SES_339f93_HS_DUONG,35,35,Trung bình,G-P-S,6,3,3,1.0,64,77,0.45390070921985815,1.203125,0,0,0,0.0,0.0,3,1.0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1.0,0,0.0,0.75
Human Pilot (GPS),HUMAN_SES_4ed330_HS_DUONG,36,36,Trung bình,G-P-S,6,3,3,1.0,64,77,0.45390070921985815,1.203125,0,0,0,0.0,0.0,2,0.6666666666666666,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1.0,0,0.0,0.6666666666666666
